question_id,question,complexity_tier,question_type,source_seed,is_out_of_scope,expected_elements
GAP364,Child's guardian stepparent and we need emergency placement. How fast can we act?,complex,special_circumstances,enhanced_template,False,multiple_considerations;risk_warnings;specific_guidance
GAP365,Both parents are stepparent and cousin is involved. Who can get guardianship?,complex,emergency,enhanced_template,False,multiple_considerations;risk_warnings;specific_guidance
GAP366,We have a family friend emergency and need guardianship within cousin. Is this possible?,complex,interstate,enhanced_template,False,multiple_considerations;risk_warnings;specific_guidance
GAP367,The child is sibling tribe member and grandparent parent is contesting. How does ICWA apply?,complex,emergency,enhanced_template,False,multiple_considerations;risk_warnings;specific_guidance
GAP368,Parent is uncle and CPS says we need cousin. What's the guardianship process?,complex,emergency,enhanced_template,False,multiple_considerations;risk_warnings;specific_guidance
GAP369,Child has aunt needs and current guardian sibling. Can we get emergency guardianship?,complex,emergency,enhanced_template,False,multiple_considerations;risk_warnings;specific_guidance
GAP370,We're dealing with sibling and the godparent parent lives out of state. What are the rules?,complex,emergency,enhanced_template,False,multiple_considerations;risk_warnings;specific_guidance
GAP371,Judge ordered voluntary but we also need full. How do we proceed?,complex,interstate,enhanced_template,False,multiple_considerations;risk_warnings;specific_guidance
GAP372,My child is cousin and the other parent is grandparent. How does this affect guardianship?,complex,special_circumstances,enhanced_template,False,multiple_considerations;risk_warnings;specific_guidance
GAP373,We have uncle involvement and need stepparent guardianship. What's the process?,complex,interstate,enhanced_template,False,multiple_considerations;risk_warnings;specific_guidance
GAP374,The child is godparent and we need emergency guardianship because aunt. What do we do?,complex,special_circumstances,enhanced_template,False,multiple_considerations;risk_warnings;specific_guidance
GAP375,How do we handle guardianship when grandparent and aunt?,complex,emergency,enhanced_template,False,multiple_considerations;risk_warnings;specific_guidance
GAP376,What if modified applies and there's also limited?,complex,emergency,enhanced_template,False,multiple_considerations;risk_warnings;specific_guidance
GAP377,URGENT: guardian died and we need immediate guardianship. What are our options? [Case 7392],complex,emergency,enhanced_template,False,multiple_considerations;risk_warnings;specific_guidance
GAP378,The godparent parent just family friend and the child needs care now. What should I do?,complex,interstate,enhanced_template,False,multiple_considerations;risk_warnings;specific_guidance
GAP379,Child's guardian sibling and we need emergency placement. How fast can we act?,complex,interstate,enhanced_template,False,multiple_considerations;risk_warnings;specific_guidance
GAP380,Both parents are grandparent and cousin is involved. Who can get guardianship?,complex,interstate,enhanced_template,False,multiple_considerations;risk_warnings;specific_guidance
GAP381,My stepparent parent has dementia. How do I get guardianship?,simple,out_of_scope,template_adult_guardianship,True,redirect_to_appropriate_resource
GAP382,I need guardianship for my stepparent adult child with disabilities.,simple,out_of_scope,template_adult_guardianship,True,redirect_to_appropriate_resource
GAP383,How do I become guardian for an elderly grandparent with Alzheimer's?,simple,out_of_scope,template_adult_guardianship,True,redirect_to_appropriate_resource
GAP384,My grandparent spouse is incapacitated. What's the guardianship process?,simple,out_of_scope,template_adult_guardianship,True,redirect_to_appropriate_resource
GAP385,Can I get guardianship of my stepparent adult sibling?,simple,out_of_scope,template_adult_guardianship,True,redirect_to_appropriate_resource
GAP386,My grandparent parent has dementia. How do I get guardianship?,simple,out_of_scope,template_adult_guardianship,True,redirect_to_appropriate_resource
GAP387,Can I change custody during my modified divorce?,simple,out_of_scope,template_divorce_custody,True,redirect_to_appropriate_resource
GAP388,How does temporary affect my divorce custody arrangement?,simple,out_of_scope,template_divorce_custody,True,redirect_to_appropriate_resource
GAP389,My ex wants to modify our emergency custody order. What are my rights?,simple,out_of_scope,template_divorce_custody,True,redirect_to_appropriate_resource
GAP390,We're getting divorced and disagree about contested. Who gets custody?,simple,out_of_scope,template_divorce_custody,True,redirect_to_appropriate_resource
GAP391,Can limited be used against me in custody court?,simple,out_of_scope,template_divorce_custody,True,redirect_to_appropriate_resource
GAP392,Can I change custody during my emergency divorce?,simple,out_of_scope,template_divorce_custody,True,redirect_to_appropriate_resource
GAP393,I want to adopt my permanent. What's the process?,simple,out_of_scope,template_adoption,True,redirect_to_appropriate_resource
GAP394,How do I terminate parental rights for godparent adoption?,simple,out_of_scope,template_adoption,True,redirect_to_appropriate_resource
GAP395,Can I do a step-parent adoption if aunt?,simple,out_of_scope,template_adoption,True,redirect_to_appropriate_resource
GAP396,What's the difference between grandparent adoption and guardianship?,simple,out_of_scope,template_adoption,True,redirect_to_appropriate_resource
GAP397,My cousin wants to adopt my child. Do I lose all rights?,simple,out_of_scope,template_adoption,True,redirect_to_appropriate_resource
GAP398,I want to adopt my emergency. What's the process?,simple,out_of_scope,template_adoption,True,redirect_to_appropriate_resource
GAP399,What's the process for guardianship in Ohio County?,simple,out_of_scope,template_other_county,True,redirect_to_appropriate_resource
GAP400,I live in aunt. Where do I file for guardianship?,simple,out_of_scope,template_other_county,True,redirect_to_appropriate_resource
GAP401,How do cousin guardianship laws differ from Michigan?,simple,out_of_scope,template_other_county,True,redirect_to_appropriate_resource
GAP402,Can I file in Oakland County if the child lives in Genesee?,simple,out_of_scope,template_other_county,True,redirect_to_appropriate_resource
GAP403,We're moving to stepparent. Can we transfer the guardianship?,simple,out_of_scope,template_other_county,True,redirect_to_appropriate_resource
GAP404,What's the process for guardianship in Kent County?,simple,out_of_scope,template_other_county,True,redirect_to_appropriate_resource
GAP405,My stepparent was arrested. How does this affect guardianship?,simple,out_of_scope,template_criminal,True,redirect_to_appropriate_resource
GAP406,Can someone with a grandparent conviction get guardianship?,simple,out_of_scope,template_criminal,True,redirect_to_appropriate_resource
GAP407,The other parent has sibling charges. Can they block guardianship?,simple,out_of_scope,template_criminal,True,redirect_to_appropriate_resource
GAP408,I'm on sibling probation. Can I still be a guardian?,simple,out_of_scope,template_criminal,True,redirect_to_appropriate_resource
GAP409,Does cousin criminal history prevent guardianship?,simple,out_of_scope,template_criminal,True,redirect_to_appropriate_resource
GAP410,My grandparent was arrested. How does this affect guardianship?,simple,out_of_scope,template_criminal,True,redirect_to_appropriate_resource
